교습형태,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교습소명,교습소주소,분야구분,교습계열,교습과정,2016(1),2016(2),2016(3),2016(4),2016(5),2016(6),2016(7),2016(8),2016(9),2016(10),2016(11),2016(12),2017(1),2017(2),2017(3),2017(4),2017(5),2017(6),2017(7),2017(8),2017(9),2017(10),2017(11),2017(12),2018(1),2018(2),2018(3),2018(4),2018(5),2018(6),2018(7),2018(8),2018(9),2018(10),2018(11),2018(12)
생각하는미술교습소,"서울특별시 동작구 노량진로22길 44 , 삼성래미안아파트상가 201,202호 (본동,삼성래미안아파트)",예능(대),예능(중),음악," 2,486,000 "," 6,128,000 "," 5,436,000 "," 1,608,000 "," 4,429,000 "," 3,382,000 "," 6,397,000 "," 3,805,000 "," 4,947,000 "," 6,732,000 "," 3,684,000 "," 4,015,000 "," 1,594,000 "," 6,384,000 "," 447,000 "," 4,605,000 "," 5,940,000 "," 6,626,000 "," 762,000 "," 4,128,000 "," 4,604,000 "," 5,159,000 "," 5,339,000 "," 1,440,000 "," 3,677,000 "," 1,883,000 "," 2,615,000 "," 6,789,000 "," 6,483,000 "," 4,684,000 "," 6,553,000 "," 4,642,000 "," 2,370,000 "," 5,863,000 "," 6,873,000 "," 6,482,000 "
생각하는미술교습소,"서울특별시 동작구 노량진로22길 44 , 삼성래미안아파트상가 201,202호 (본동,삼성래미안아파트)",예능(대),예능(중),음악," 5,167,000 "," 5,620,000 "," 2,288,000 "," 3,611,000 "," 6,651,000 "," 5,861,000 "," 4,340,000 "," 1,592,000 "," 6,596,000 "," 2,618,000 "," 4,833,000 "," 2,914,000 "," 3,934,000 "," 607,000 "," 131,000 "," 4,060,000 "," 3,057,000 "," 5,300,000 "," 703,000 "," 5,549,000 "," 2,460,000 "," 6,753,000 "," 6,067,000 "," 3,693,000 "," 1,535,000 "," 3,708,000 "," 2,105,000 "," 5,271,000 "," 5,638,000 "," 6,464,000 "," 5,999,000 "," 3,513,000 "," 4,207,000 "," 2,624,000 "," 5,268,000 "," 3,219,000 "
청룡해법영어교습소,서울특별시 관악구 쑥고개로30길 18 (봉천동),입시.검정 및 보습,보통교과,보습," 5,913,000 "," 6,500,000 "," 3,005,000 "," 3,790,000 "," 4,456,000 "," 3,262,000 "," 2,302,000 "," 2,949,000 "," 3,646,000 "," 3,473,000 "," 3,585,000 "," 1,320,000 "," 612,000 "," 3,723,000 "," 6,807,000 "," 4,866,000 "," 5,984,000 "," 3,743,000 "," 2,959,000 "," 6,287,000 "," 6,387,000 "," 4,554,000 "," 555,000 "," 3,105,000 "," 3,385,000 "," 3,181,000 "," 4,216,000 "," 5,661,000 "," 6,628,000 "," 2,524,000 "," 3,669,000 "," 3,675,000 "," 4,829,000 "," 2,100,000 "," 3,068,000 "," 2,885,000 "
청룡해법영어교습소,서울특별시 관악구 쑥고개로30길 18 (봉천동),입시.검정 및 보습,보통교과,보습," 3,740,000 "," 614,000 "," 5,872,000 "," 6,651,000 "," 2,178,000 "," 144,000 "," 1,032,000 "," 3,832,000 "," 154,000 "," 5,473,000 "," 4,785,000 "," 3,534,000 "," 6,993,000 "," 878,000 "," 5,044,000 "," 1,911,000 "," 5,710,000 "," 3,218,000 "," 1,427,000 "," 5,131,000 "," 1,851,000 "," 770,000 "," 3,821,000 "," 4,007,000 "," 1,921,000 "," 708,000 "," 5,845,000 "," 5,641,000 "," 1,736,000 "," 5,873,000 "," 6,296,000 "," 4,754,000 "," 3,867,000 "," 6,225,000 "," 4,240,000 "," 3,496,000 "
청룡해법영어교습소,서울특별시 관악구 쑥고개로30길 18 (봉천동),입시.검정 및 보습,보통교과,보습," 4,240,000 "," 402,000 "," 1,593,000 "," 5,784,000 "," 338,000 "," 3,584,000 "," 2,894,000 "," 3,523,000 "," 2,663,000 "," 4,783,000 "," 4,737,000 "," 122,000 "," 2,056,000 "," 1,753,000 "," 4,297,000 "," 6,218,000 "," 1,709,000 "," 4,058,000 "," 4,017,000 "," 6,030,000 "," 6,877,000 "," 4,468,000 "," 1,992,000 "," 2,476,000 "," 1,852,000 "," 4,301,000 "," 2,801,000 "," 4,491,000 "," 3,311,000 "," 6,506,000 "," 4,682,000 "," 3,104,000 "," 3,738,000 "," 3,179,000 "," 6,331,000 "," 4,737,000 "
동암서예교습소,서울특별시 동작구 매봉로 134 신동아아파트 상가204호 (본동),기타(대),기타(중),서예," 5,869,000 "," 768,000 "," 3,196,000 "," 1,737,000 "," 1,303,000 "," 2,611,000 "," 431,000 "," 1,556,000 "," 688,000 "," 523,000 "," 6,402,000 "," 6,363,000 "," 6,438,000 "," 2,902,000 "," 5,342,000 "," 1,716,000 "," 5,354,000 "," 5,016,000 "," 6,135,000 "," 3,760,000 "," 4,524,000 "," 6,196,000 "," 4,159,000 "," 4,782,000 "," 3,363,000 "," 2,988,000 "," 4,721,000 "," 3,615,000 "," 4,608,000 "," 6,105,000 "," 3,931,000 "," 366,000 "," 5,988,000 "," 6,248,000 "," 4,990,000 "," 5,925,000 "
이든음악교습소,서울특별시 동작구 성대로 28  (상도동),예능(대),예능(중),음악," 3,003,000 "," 1,798,000 "," 3,938,000 "," 1,438,000 "," 1,055,000 "," 1,025,000 "," 1,968,000 "," 6,232,000 "," 1,864,000 "," 324,000 "," 5,240,000 "," 3,877,000 "," 6,930,000 "," 1,960,000 "," 6,062,000 "," 6,556,000 "," 989,000 "," 2,127,000 "," 1,846,000 "," 4,412,000 "," 5,251,000 "," 6,280,000 "," 6,572,000 "," 3,076,000 "," 1,405,000 "," 1,572,000 "," 3,160,000 "," 6,135,000 "," 3,915,000 "," 6,517,000 "," 3,191,000 "," 5,340,000 "," 2,671,000 "," 2,973,000 "," 862,000 "," 5,569,000 "
이든음악교습소,서울특별시 동작구 성대로 28  (상도동),예능(대),예능(중),음악," 2,326,000 "," 1,523,000 "," 3,327,000 "," 4,819,000 "," 405,000 "," 2,852,000 "," 2,096,000 "," 2,074,000 "," 4,349,000 "," 4,337,000 "," 3,292,000 "," 6,888,000 "," 5,337,000 "," 607,000 "," 6,409,000 "," 2,626,000 "," 486,000 "," 3,299,000 "," 4,409,000 "," 5,701,000 "," 6,899,000 "," 1,301,000 "," 2,962,000 "," 777,000 "," 5,931,000 "," 2,741,000 "," 885,000 "," 721,000 "," 1,463,000 "," 3,620,000 "," 2,992,000 "," 3,330,000 "," 638,000 "," 2,973,000 "," 5,906,000 "," 484,000 "
이든음악교습소,서울특별시 동작구 성대로 28  (상도동),예능(대),예능(중),음악," 2,243,000 "," 1,069,000 "," 3,206,000 "," 3,932,000 "," 5,951,000 "," 1,799,000 "," 5,773,000 "," 1,553,000 "," 2,194,000 "," 942,000 "," 4,843,000 "," 3,095,000 "," 2,527,000 "," 4,939,000 "," 6,454,000 "," 5,580,000 "," 656,000 "," 993,000 "," 5,316,000 "," 247,000 "," 2,653,000 "," 904,000 "," 6,024,000 "," 1,812,000 "," 1,582,000 "," 6,718,000 "," 678,000 "," 3,283,000 "," 4,142,000 "," 6,164,000 "," 1,643,000 "," 719,000 "," 845,000 "," 6,000,000 "," 3,892,000 "," 6,042,000 "
이든음악교습소,서울특별시 동작구 성대로 28  (상도동),예능(대),예능(중),음악," 4,936,000 "," 6,796,000 "," 989,000 "," 4,471,000 "," 890,000 "," 1,635,000 "," 3,843,000 "," 3,824,000 "," 4,900,000 "," 617,000 "," 4,578,000 "," 4,207,000 "," 4,477,000 "," 1,768,000 "," 2,326,000 "," 5,601,000 "," 6,284,000 "," 6,468,000 "," 3,244,000 "," 828,000 "," 3,275,000 "," 4,147,000 "," 4,301,000 "," 3,296,000 "," 265,000 "," 3,509,000 "," 1,080,000 "," 4,163,000 "," 1,216,000 "," 526,000 "," 2,464,000 "," 4,621,000 "," 5,339,000 "," 1,480,000 "," 937,000 "," 3,791,000 "
이든음악교습소,서울특별시 동작구 성대로 28  (상도동),예능(대),예능(중),음악," 1,470,000 "," 4,614,000 "," 1,607,000 "," 1,539,000 "," 1,094,000 "," 412,000 "," 4,462,000 "," 5,575,000 "," 4,559,000 "," 1,438,000 "," 1,858,000 "," 3,427,000 "," 306,000 "," 468,000 "," 5,813,000 "," 5,348,000 "," 3,921,000 "," 4,161,000 "," 315,000 "," 6,581,000 "," 5,210,000 "," 3,118,000 "," 1,321,000 "," 4,438,000 "," 6,496,000 "," 6,569,000 "," 237,000 "," 2,772,000 "," 5,222,000 "," 1,359,000 "," 2,139,000 "," 1,336,000 "," 5,303,000 "," 3,158,000 "," 5,565,000 "," 6,637,000 "
새천사음악교습소,서울특별시 동작구 노량진로26길 23 1층 (본동),예능(대),예능(중),음악," 702,000 "," 6,647,000 "," 2,086,000 "," 5,880,000 "," 1,162,000 "," 2,535,000 "," 2,862,000 "," 2,777,000 "," 5,539,000 "," 4,014,000 "," 1,740,000 "," 4,842,000 "," 6,789,000 "," 4,078,000 "," 5,140,000 "," 4,809,000 "," 1,633,000 "," 532,000 "," 4,927,000 "," 6,835,000 "," 2,005,000 "," 5,504,000 "," 6,769,000 "," 5,607,000 "," 3,935,000 "," 3,922,000 "," 914,000 "," 4,784,000 "," 3,448,000 "," 5,028,000 "," 3,754,000 "," 6,882,000 "," 753,000 "," 3,139,000 "," 575,000 "," 6,438,000 "
새천사음악교습소,서울특별시 동작구 노량진로26길 23 1층 (본동),예능(대),예능(중),음악," 6,960,000 "," 6,750,000 "," 1,475,000 "," 5,481,000 "," 433,000 "," 437,000 "," 1,453,000 "," 817,000 "," 306,000 "," 6,696,000 "," 2,895,000 "," 2,806,000 "," 5,828,000 "," 3,536,000 "," 5,814,000 "," 610,000 "," 2,782,000 "," 4,210,000 "," 4,995,000 "," 712,000 "," 2,879,000 "," 6,074,000 "," 5,443,000 "," 4,997,000 "," 2,028,000 "," 4,253,000 "," 3,835,000 "," 2,493,000 "," 5,924,000 "," 923,000 "," 4,053,000 "," 2,871,000 "," 4,822,000 "," 4,341,000 "," 1,679,000 "," 5,954,000 "
새천사음악교습소,서울특별시 동작구 노량진로26길 23 1층 (본동),예능(대),예능(중),음악," 484,000 "," 1,695,000 "," 3,609,000 "," 1,993,000 "," 4,280,000 "," 4,127,000 "," 2,417,000 "," 1,915,000 "," 474,000 "," 752,000 "," 1,411,000 "," 3,252,000 "," 2,645,000 "," 1,933,000 "," 4,080,000 "," 4,300,000 "," 2,870,000 "," 4,882,000 "," 4,640,000 "," 1,371,000 "," 3,521,000 "," 2,823,000 "," 129,000 "," 4,838,000 "," 986,000 "," 3,090,000 "," 3,381,000 "," 1,869,000 "," 3,252,000 "," 3,724,000 "," 1,913,000 "," 4,616,000 "," 911,000 "," 1,255,000 "," 5,292,000 "," 3,416,000 "
새천사음악교습소,서울특별시 동작구 노량진로26길 23 1층 (본동),예능(대),예능(중),음악," 2,758,000 "," 1,573,000 "," 1,154,000 "," 4,174,000 "," 798,000 "," 4,010,000 "," 5,522,000 "," 3,995,000 "," 452,000 "," 2,748,000 "," 3,464,000 "," 1,414,000 "," 2,106,000 "," 3,689,000 "," 772,000 "," 752,000 "," 5,228,000 "," 1,136,000 "," 5,830,000 "," 648,000 "," 3,651,000 "," 6,539,000 "," 2,263,000 "," 322,000 "," 5,172,000 "," 3,945,000 "," 5,249,000 "," 5,190,000 "," 6,567,000 "," 6,501,000 "," 2,230,000 "," 2,136,000 "," 1,249,000 "," 1,173,000 "," 3,140,000 "," 5,515,000 "
비트영어교습소,서울특별시 관악구 청림6길 3 관악푸르지오아파트 상가203호 (봉천동),입시.검정 및 보습,보통교과,보습," 1,981,000 "," 2,150,000 "," 2,271,000 "," 1,277,000 "," 6,978,000 "," 3,751,000 "," 2,701,000 "," 3,088,000 "," 2,547,000 "," 2,327,000 "," 2,823,000 "," 2,556,000 "," 1,813,000 "," 2,816,000 "," 4,614,000 "," 4,780,000 "," 4,540,000 "," 1,618,000 "," 763,000 "," 129,000 "," 4,792,000 "," 1,859,000 "," 5,141,000 "," 4,366,000 "," 814,000 "," 4,009,000 "," 2,760,000 "," 2,387,000 "," 1,299,000 "," 6,280,000 "," 6,910,000 "," 2,145,000 "," 4,843,000 "," 361,000 "," 2,485,000 "," 629,000 "
비트영어교습소,서울특별시 관악구 청림6길 3 관악푸르지오아파트 상가203호 (봉천동),입시.검정 및 보습,보통교과,보습," 2,126,000 "," 1,644,000 "," 1,040,000 "," 6,346,000 "," 1,792,000 "," 6,359,000 "," 2,601,000 "," 2,104,000 "," 3,801,000 "," 6,548,000 "," 2,074,000 "," 5,801,000 "," 6,192,000 "," 4,643,000 "," 6,062,000 "," 2,974,000 "," 1,442,000 "," 4,584,000 "," 133,000 "," 293,000 "," 6,063,000 "," 6,168,000 "," 2,137,000 "," 5,852,000 "," 6,205,000 "," 862,000 "," 4,986,000 "," 870,000 "," 5,729,000 "," 5,196,000 "," 3,951,000 "," 2,518,000 "," 6,619,000 "," 2,328,000 "," 6,500,000 "," 1,114,000 "
비트영어교습소,서울특별시 관악구 청림6길 3 관악푸르지오아파트 상가203호 (봉천동),입시.검정 및 보습,보통교과,보습," 5,688,000 "," 5,657,000 "," 3,296,000 "," 2,128,000 "," 957,000 "," 916,000 "," 345,000 "," 4,356,000 "," 5,247,000 "," 4,944,000 "," 1,523,000 "," 1,393,000 "," 6,551,000 "," 4,397,000 "," 5,433,000 "," 3,819,000 "," 3,863,000 "," 5,574,000 "," 1,695,000 "," 2,855,000 "," 5,396,000 "," 5,085,000 "," 4,248,000 "," 3,567,000 "," 5,972,000 "," 1,519,000 "," 1,667,000 "," 853,000 "," 4,716,000 "," 3,438,000 "," 6,029,000 "," 4,354,000 "," 6,088,000 "," 6,348,000 "," 2,030,000 "," 3,831,000 "
한스영어교습소,서울특별시 동작구 만양로 56 (노량진동),입시.검정 및 보습,보통교과,보습," 3,956,000 "," 773,000 "," 6,030,000 "," 6,032,000 "," 4,880,000 "," 5,705,000 "," 1,770,000 "," 5,035,000 "," 1,287,000 "," 1,515,000 "," 1,447,000 "," 1,379,000 "," 1,079,000 "," 1,222,000 "," 2,406,000 "," 4,084,000 "," 2,733,000 "," 2,708,000 "," 6,235,000 "," 3,507,000 "," 5,796,000 "," 845,000 "," 6,907,000 "," 2,939,000 "," 5,005,000 "," 5,074,000 "," 6,195,000 "," 126,000 "," 308,000 "," 3,894,000 "," 4,996,000 "," 4,187,000 "," 3,954,000 "," 2,265,000 "," 1,752,000 "," 2,813,000 "
한스영어교습소,서울특별시 동작구 만양로 56 (노량진동),입시.검정 및 보습,보통교과,보습," 5,627,000 "," 4,371,000 "," 341,000 "," 749,000 "," 935,000 "," 4,509,000 "," 4,548,000 "," 2,153,000 "," 2,403,000 "," 354,000 "," 2,377,000 "," 2,197,000 "," 1,473,000 "," 5,676,000 "," 3,226,000 "," 3,362,000 "," 2,796,000 "," 953,000 "," 3,363,000 "," 3,419,000 "," 5,663,000 "," 6,839,000 "," 4,777,000 "," 3,065,000 "," 1,845,000 "," 5,457,000 "," 4,088,000 "," 6,356,000 "," 4,819,000 "," 2,835,000 "," 4,605,000 "," 5,910,000 "," 4,025,000 "," 6,751,000 "," 2,255,000 "," 2,169,000 "
한스영어교습소,서울특별시 동작구 만양로 56 (노량진동),입시.검정 및 보습,보통교과,보습," 5,155,000 "," 3,355,000 "," 3,957,000 "," 3,222,000 "," 3,598,000 "," 6,060,000 "," 1,526,000 "," 5,808,000 "," 442,000 "," 3,131,000 "," 5,179,000 "," 1,060,000 "," 1,866,000 "," 4,039,000 "," 2,301,000 "," 152,000 "," 2,951,000 "," 2,791,000 "," 3,331,000 "," 1,437,000 "," 6,407,000 "," 1,898,000 "," 4,170,000 "," 1,660,000 "," 1,627,000 "," 1,822,000 "," 2,080,000 "," 1,434,000 "," 5,386,000 "," 3,349,000 "," 2,716,000 "," 1,772,000 "," 4,069,000 "," 4,616,000 "," 6,293,000 "," 1,467,000 "
예은무용교습소,서울특별시 관악구 남현4길 17  (남현동),예능(대),예능(중),무용," 5,826,000 "," 4,483,000 "," 1,565,000 "," 808,000 "," 4,059,000 "," 1,043,000 "," 5,939,000 "," 5,190,000 "," 1,714,000 "," 1,516,000 "," 2,521,000 "," 2,645,000 "," 2,087,000 "," 1,663,000 "," 4,504,000 "," 4,402,000 "," 2,732,000 "," 4,025,000 "," 2,497,000 "," 120,000 "," 6,155,000 "," 6,206,000 "," 1,265,000 "," 3,315,000 "," 2,463,000 "," 2,669,000 "," 3,361,000 "," 4,239,000 "," 2,900,000 "," 2,703,000 "," 1,368,000 "," 3,370,000 "," 1,373,000 "," 4,546,000 "," 2,741,000 "," 477,000 "
예은무용교습소,서울특별시 관악구 남현4길 17  (남현동),예능(대),예능(중),무용," 545,000 "," 419,000 "," 2,961,000 "," 3,064,000 "," 1,874,000 "," 5,904,000 "," 2,097,000 "," 1,804,000 "," 5,779,000 "," 5,060,000 "," 5,561,000 "," 5,035,000 "," 2,689,000 "," 6,426,000 "," 6,282,000 "," 3,257,000 "," 935,000 "," 1,548,000 "," 6,928,000 "," 1,794,000 "," 6,038,000 "," 2,897,000 "," 2,000,000 "," 3,814,000 "," 2,251,000 "," 4,321,000 "," 1,298,000 "," 3,928,000 "," 4,665,000 "," 5,075,000 "," 4,316,000 "," 1,668,000 "," 4,430,000 "," 5,530,000 "," 6,458,000 "," 5,584,000 "
마스터수학교습소,서울특별시 관악구 호암로 401 주공상가204호 (신림동),입시.검정 및 보습,보통교과,보습," 1,019,000 "," 732,000 "," 684,000 "," 2,507,000 "," 5,337,000 "," 4,825,000 "," 4,497,000 "," 1,707,000 "," 5,465,000 "," 3,886,000 "," 5,531,000 "," 1,016,000 "," 4,738,000 "," 2,562,000 "," 6,257,000 "," 397,000 "," 107,000 "," 2,361,000 "," 2,599,000 "," 1,068,000 "," 683,000 "," 4,122,000 "," 3,388,000 "," 113,000 "," 143,000 "," 1,381,000 "," 2,386,000 "," 3,980,000 "," 5,009,000 "," 187,000 "," 5,581,000 "," 6,407,000 "," 3,745,000 "," 840,000 "," 3,178,000 "," 2,822,000 "
마스터수학교습소,서울특별시 관악구 호암로 401 주공상가204호 (신림동),입시.검정 및 보습,보통교과,보습," 842,000 "," 3,093,000 "," 5,271,000 "," 6,341,000 "," 4,744,000 "," 338,000 "," 5,470,000 "," 6,624,000 "," 4,985,000 "," 617,000 "," 3,981,000 "," 3,417,000 "," 4,380,000 "," 5,635,000 "," 4,534,000 "," 1,680,000 "," 1,803,000 "," 3,129,000 "," 6,470,000 "," 6,250,000 "," 4,531,000 "," 3,314,000 "," 6,483,000 "," 6,948,000 "," 5,995,000 "," 6,588,000 "," 4,939,000 "," 1,944,000 "," 220,000 "," 6,862,000 "," 1,570,000 "," 2,039,000 "," 4,853,000 "," 6,485,000 "," 601,000 "," 707,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 5,829,000 "," 5,654,000 "," 3,888,000 "," 4,675,000 "," 371,000 "," 5,496,000 "," 3,979,000 "," 3,478,000 "," 6,669,000 "," 2,836,000 "," 6,924,000 "," 2,623,000 "," 1,378,000 "," 1,210,000 "," 6,762,000 "," 5,191,000 "," 4,187,000 "," 884,000 "," 380,000 "," 4,487,000 "," 6,025,000 "," 6,896,000 "," 1,234,000 "," 6,540,000 "," 4,315,000 "," 1,785,000 "," 843,000 "," 541,000 "," 5,655,000 "," 1,109,000 "," 3,977,000 "," 390,000 "," 3,668,000 "," 955,000 "," 577,000 "," 2,463,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 6,001,000 "," 1,283,000 "," 6,821,000 "," 3,642,000 "," 3,679,000 "," 2,821,000 "," 3,961,000 "," 3,911,000 "," 2,614,000 "," 942,000 "," 291,000 "," 1,954,000 "," 2,069,000 "," 3,582,000 "," 5,961,000 "," 5,406,000 "," 5,899,000 "," 4,704,000 "," 3,560,000 "," 802,000 "," 326,000 "," 1,091,000 "," 1,497,000 "," 6,962,000 "," 4,253,000 "," 1,855,000 "," 3,744,000 "," 4,218,000 "," 3,978,000 "," 1,938,000 "," 3,474,000 "," 880,000 "," 2,364,000 "," 3,163,000 "," 3,204,000 "," 5,856,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 6,060,000 "," 3,907,000 "," 490,000 "," 6,483,000 "," 3,544,000 "," 1,531,000 "," 6,248,000 "," 2,631,000 "," 1,372,000 "," 2,278,000 "," 3,922,000 "," 5,865,000 "," 1,542,000 "," 6,083,000 "," 3,009,000 "," 2,115,000 "," 2,567,000 "," 3,040,000 "," 5,592,000 "," 397,000 "," 4,238,000 "," 1,912,000 "," 4,506,000 "," 2,858,000 "," 4,795,000 "," 2,954,000 "," 5,585,000 "," 5,762,000 "," 2,986,000 "," 6,072,000 "," 6,791,000 "," 2,103,000 "," 1,695,000 "," 6,168,000 "," 2,309,000 "," 1,937,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 1,004,000 "," 4,473,000 "," 2,326,000 "," 1,523,000 "," 1,341,000 "," 6,515,000 "," 891,000 "," 416,000 "," 5,637,000 "," 1,008,000 "," 6,111,000 "," 5,871,000 "," 2,012,000 "," 6,944,000 "," 5,272,000 "," 249,000 "," 1,190,000 "," 363,000 "," 3,320,000 "," 6,666,000 "," 4,655,000 "," 4,912,000 "," 6,784,000 "," 3,226,000 "," 2,291,000 "," 6,835,000 "," 6,475,000 "," 4,475,000 "," 5,337,000 "," 1,205,000 "," 6,405,000 "," 5,127,000 "," 5,247,000 "," 4,213,000 "," 5,402,000 "," 3,351,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 4,202,000 "," 1,520,000 "," 1,096,000 "," 6,669,000 "," 4,510,000 "," 2,688,000 "," 2,895,000 "," 4,176,000 "," 2,444,000 "," 2,738,000 "," 5,742,000 "," 846,000 "," 3,981,000 "," 2,438,000 "," 5,320,000 "," 2,910,000 "," 6,477,000 "," 327,000 "," 2,554,000 "," 2,750,000 "," 2,186,000 "," 2,140,000 "," 2,192,000 "," 1,672,000 "," 4,878,000 "," 3,171,000 "," 5,676,000 "," 267,000 "," 5,335,000 "," 2,984,000 "," 3,841,000 "," 1,293,000 "," 397,000 "," 4,993,000 "," 5,042,000 "," 2,642,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 4,007,000 "," 375,000 "," 2,985,000 "," 151,000 "," 3,130,000 "," 4,594,000 "," 1,141,000 "," 3,429,000 "," 6,474,000 "," 360,000 "," 1,986,000 "," 3,437,000 "," 6,351,000 "," 6,919,000 "," 6,877,000 "," 5,246,000 "," 5,919,000 "," 1,236,000 "," 6,701,000 "," 2,460,000 "," 5,549,000 "," 5,548,000 "," 3,186,000 "," 2,175,000 "," 3,157,000 "," 1,267,000 "," 4,730,000 "," 2,624,000 "," 5,271,000 "," 2,273,000 "," 2,896,000 "," 3,235,000 "," 4,871,000 "," 5,788,000 "," 1,503,000 "," 4,665,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 2,741,000 "," 5,139,000 "," 3,744,000 "," 6,674,000 "," 695,000 "," 4,730,000 "," 4,157,000 "," 2,941,000 "," 253,000 "," 903,000 "," 6,292,000 "," 2,171,000 "," 2,966,000 "," 2,955,000 "," 1,270,000 "," 628,000 "," 4,344,000 "," 3,520,000 "," 687,000 "," 554,000 "," 6,542,000 "," 3,973,000 "," 1,311,000 "," 1,156,000 "," 2,575,000 "," 5,767,000 "," 5,356,000 "," 1,099,000 "," 2,278,000 "," 1,014,000 "," 220,000 "," 6,449,000 "," 1,636,000 "," 1,089,000 "," 1,520,000 "," 2,391,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 5,860,000 "," 6,805,000 "," 2,469,000 "," 1,059,000 "," 5,062,000 "," 4,640,000 "," 2,388,000 "," 6,281,000 "," 6,019,000 "," 3,318,000 "," 4,198,000 "," 3,713,000 "," 4,385,000 "," 2,485,000 "," 552,000 "," 5,593,000 "," 3,067,000 "," 4,128,000 "," 4,054,000 "," 1,751,000 "," 1,167,000 "," 1,186,000 "," 1,712,000 "," 1,514,000 "," 131,000 "," 1,870,000 "," 5,129,000 "," 2,926,000 "," 741,000 "," 296,000 "," 1,636,000 "," 3,511,000 "," 5,465,000 "," 2,656,000 "," 3,382,000 "," 3,869,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 2,905,000 "," 6,758,000 "," 6,935,000 "," 1,629,000 "," 1,823,000 "," 5,254,000 "," 4,249,000 "," 3,161,000 "," 2,365,000 "," 6,133,000 "," 1,782,000 "," 1,337,000 "," 5,067,000 "," 5,439,000 "," 6,530,000 "," 1,660,000 "," 3,166,000 "," 821,000 "," 4,049,000 "," 2,556,000 "," 3,309,000 "," 5,296,000 "," 2,129,000 "," 2,750,000 "," 4,003,000 "," 3,884,000 "," 6,911,000 "," 1,727,000 "," 4,077,000 "," 2,301,000 "," 6,215,000 "," 190,000 "," 5,237,000 "," 428,000 "," 6,904,000 "," 320,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 4,399,000 "," 3,606,000 "," 5,498,000 "," 5,935,000 "," 1,451,000 "," 2,814,000 "," 2,163,000 "," 6,637,000 "," 944,000 "," 509,000 "," 4,321,000 "," 4,084,000 "," 3,386,000 "," 754,000 "," 5,590,000 "," 6,192,000 "," 6,595,000 "," 502,000 "," 5,100,000 "," 3,951,000 "," 5,845,000 "," 2,130,000 "," 2,475,000 "," 2,409,000 "," 5,120,000 "," 3,902,000 "," 4,472,000 "," 1,784,000 "," 4,838,000 "," 4,076,000 "," 735,000 "," 5,411,000 "," 1,575,000 "," 6,827,000 "," 328,000 "," 2,301,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 4,548,000 "," 2,317,000 "," 3,786,000 "," 4,277,000 "," 257,000 "," 3,577,000 "," 2,575,000 "," 6,719,000 "," 6,139,000 "," 1,826,000 "," 6,125,000 "," 6,914,000 "," 4,633,000 "," 5,855,000 "," 6,459,000 "," 3,757,000 "," 3,350,000 "," 2,716,000 "," 2,498,000 "," 6,887,000 "," 5,806,000 "," 6,567,000 "," 3,658,000 "," 5,047,000 "," 785,000 "," 1,927,000 "," 4,718,000 "," 2,758,000 "," 3,385,000 "," 4,079,000 "," 4,300,000 "," 6,246,000 "," 1,565,000 "," 6,066,000 "," 5,518,000 "," 3,638,000 "
선화음악교습소,서울특별시 동작구 사당로17길 83  (사당동),예능(대),예능(중),음악," 656,000 "," 3,848,000 "," 3,738,000 "," 2,402,000 "," 6,484,000 "," 3,465,000 "," 5,876,000 "," 2,643,000 "," 761,000 "," 1,899,000 "," 1,557,000 "," 588,000 "," 6,351,000 "," 4,069,000 "," 6,944,000 "," 3,741,000 "," 4,236,000 "," 4,548,000 "," 6,745,000 "," 499,000 "," 3,768,000 "," 6,613,000 "," 6,554,000 "," 2,034,000 "," 698,000 "," 2,547,000 "," 2,779,000 "," 5,995,000 "," 6,170,000 "," 751,000 "," 720,000 "," 3,868,000 "," 818,000 "," 1,046,000 "," 5,504,000 "," 4,630,000 "
